gestureName, filePath, comments, result
gesture1Right, dataOutput/rightHandId1/2017-08-08 05-34-40.hand, r1, Yes
gesture2Right, dataOutput/rightHandId1/2017-08-08 05-34-53.hand, r2, Yes
