gestureName, filePath, comments, result
gesture1Left, dataOutput/bobby/2017-08-09 17-31-37.hand, c1, Yes
gesture3Left, dataOutput/bobby/2017-08-09 17-31-49.hand, c2, Yes
gesture4Left, dataOutput/bobby/2017-08-09 17-31-56.hand, c3, No
gesture2Left, dataOutput/bobby/2017-08-09 17-46-08.hand, cc1, Yes
gesture1Left, dataOutput/bobby/2017-08-09 17-58-08.hand, cc2, Yes
gesture3Left, dataOutput/bobby/2017-08-09 17-58-37.hand, cc3, Yes
gesture4Left, dataOutput/bobby/2017-08-09 17-58-41.hand, , Yes
